永远为落日晚霞而心动: 为落日晚霞而心动
正在热映的《保你平安》票房口碑双丰收，同为大鹏导演、黄渤与王一博领衔主演的暑期档电影《热烈》也备受关注。做客6电影频道的上海大学上海电影学院副院长程波教授，称赞《热烈》选择华语片成功案例不多的歌舞题材很有勇气，相信大鹏会将青春、热血、喜剧等类型元素的融合真诚托付给观众。你是否期待电影《热烈》？: 上海电影学院副院长程波教授称赞《热烈》歌舞题材,相信大鹏会将真诚托付观众。
电影《倒数说爱你》发布陈飞宇周也幕后花絮，两人身高一个188一个165，23最萌身高差正好可以把头埋在肩膀上，也太好嗑了吧！五一放假约会和最爱的人一起去看再合适不过了。: 电影《倒数说爱你》幕后花絮
小成本大口碑！今年必看悬疑佳作！高分悬疑桌面电影《网络谜踪2》: 高分悬疑桌面电影《网络谜踪2》口碑好
电影《惊天救援》最新人物预告，让我们又一次体会到逆行者们的伟大！王千源饰演的一位消防站长在危机救援瞬间毫不犹豫携一众队员第一时间逆行火场，以命相搏。随着灾情的不可控和队友的相继倒下，他在爱人面前留下热泪火焰蓝家属们也是无私且拥有强大决心的坚强后盾啊。: 《惊天救援》新预告,王千源逆行火场。
《超级马力欧兄弟大电影》首周票房粗报377亿美元，远超业内预期，打破了影史动画电影开画票房纪录！这个成绩真的很棒，电影是想二刷的精彩程度，没看过的小伙伴快冲鸭: 《超级马力欧兄弟大电影》首周票房破纪录
卫视报道长空之王点映活动: 卫视报道长空之王点映活动
正在热映的电影《龙马精神》中，郭麒麟@郭麒麟出演律师乃华的角色，同时也担任着成龙女婿的身份，对于如何拿捏岳父，他有着一套自己的理论。谈及这次与成龙大哥的合作，郭麒麟表示，大哥给你提供的后勤保障，是我拍摄这几年来说，感受到最全面的。从综艺，到网剧，再到银幕，从事各种类型工作的郭麒麟坦言，自己都可以胜任，现在享受表演的他更专注于饰演自己能理解的角色: 郭麒麟在电影《龙马精神》中扮演律师乃华的角色,并担任成龙女婿的身份,拍摄时感受到最全面的后勤保障。
多少人今天看郭柯新纪录片《来日可期》破防了？家里大儿子原本已经是孤独症了，结果小儿子13个月大的时候也被诊断为孤独症了谢蓉蓉带着儿子四外奔波治疗的画面看着太让人心疼了，年轻时也曾是明眸皓齿的少女，如今已满头花发。一句我天天忙得没时间抑郁，谁看了不说一句麻绳只挑细处断，厄运只找苦命人啊: 儿子患孤独症,谢蓉蓉带着儿子四外奔波治疗,感叹自己忙得没时间抑郁。
远叔叔评《铃芽之旅》（五） 《铃芽之旅》的手绘感还体现在画面的精细度，这和3渲染完全不同，精细到什么程度？家里的陈设，日记里的图画文字，书架上的每一本书，车站里铁的海报，饮料自动贩卖机里的乌龙茶，甚至炒乌冬面拌土豆酱，甚至芹泽手机播放音乐的封面，这戏细节都在画面中非常精细地展现了出来，而最终这些细节都辅助人物完成的情感表达的重要手段，为什么《铃芽之旅》的画面让我们看着这么爽，这么通透，细节展现的足够好非常重要。同时，手绘转3的技术的全面使用更是可以实现了2手绘不容易实现的更大规模更加复杂的运镜效果以及特效画面，这点其实在《天气之子》中就有被成功的运用，而到了《铃芽之旅》中，3渲染与2手绘的融合度更好，3和2在画面中的关系非常和谐，丝滑且合理，特别是《铃芽之旅》的大量的动作场景，比如铃芽第一次开门的画面，还有草太和大臣在废弃游乐场的云霄飞车轨道上的追逐戏，还有铃芽跳下桥去救草太的部分，运镜的设计，镜头的调度，画面的剪辑节奏的掌握都非常的精彩，总结一句，《铃芽之旅》的动画电影的硬指标都是高分。: 《铃芽之旅》的手绘感与3渲染效果一样,《天气之子》中的故事细节精细,制作精细。
拼手速、得好运！十次截图内集齐四个祝福语，你将获取福如东海 、一帆风顺 、梅开五福 、风调雨顺 四连好运、开心全年！咱也就用了11次成功了！！！对了，还有一件事可以让你爆开心，那就是: 拼手速、得好运,10次截图集齐四个祝福语,实现好运、开心全年。
太爱陈伟霆王千源的打斗戏份了，火中打斗来真的！拳拳到肉，力量感十足！陈伟霆那句道不同不相为谋，兄弟重逢之后的剧情走向神秘感拉满！好想414快点看上电影揭开重重迷雾: 电影《陈伟霆王千源》打斗真实
王一博说以前失去的我们这代人要拿回来: 王一博:失去的代人要拿回来
天坛奖评委会作品混剪释出，共享张艺谋、南多胡安利马、关锦鹏、那达夫拉皮德、萍帕卡托维拉、张颂文、周冬雨七位影人银幕佳作，在光影流转中感受影像独特魅力第十三届北京国际电影节天坛奖国际委员会作品混剪: 北京国际电影节天坛奖评委会作品混剪释出,共享七位影人银幕佳作。
题材成熟，观众期待，去年十一预售取得佳绩，今年长空之王一定可以给四月的电影市场收一个很好的官。六公主一分钟重点介绍《长空之王》，很看好我们五一唯一头部大片呢！: 六公主一分钟介绍《长空之王》,看好五一电影市场。
范丞丞《了不起的夜晚》片场庆生记录来啦豹哥的愿望一定成真！: 范丞丞庆生片场庆生
这一幕在电影院里看是不是特别震撼啊: 震撼电影院幕
据灯塔专业版，电影《无名》4月8日网播上线，4月9日登顶优酷、爱奇艺、腾讯视频三平台热度榜！本片由程耳执导，梁朝偉@梁朝偉王一博@王一博领衔主演，院线仍在上映中，现票房已达93亿。: 电影《无名》网播上线,梁朝<unk>、王一博领衔主演,票房已达93亿。
燃哭了！所有的牺牲，都值得被铭记，陈伟霆王千源两人火中对峙剑拔弩张好生猛，港片有内味了。迫不及待想跨到4月14日，去影院感受这份刺激！: 陈伟霆王千源火中救人,港片有内味,想跨到影院感受。
陈伟霆王千源打戏好生猛: 王伟霆王千源打戏好生猛
让叶秘带你体验一把疯批有多香: 叶秘带你体验疯批香
去试验出更多的新数据！期待4月28日《长空之王》的上映，看试飞员如何坚守信念实现蓝天梦！: 《长空之王》期待上映,试飞员坚守信念实现梦想。
周也在《倒数说爱你》里真的好甜啊，笑起来心都化了。陈飞宇把周也搂在怀里的一刻真的嗑到了。两个人体型差也好配，一个188一个165，这就是传说中的最萌身高差吧。很久没有在电影院看到爱情电影了，五一正好和喜欢的人约起来。: 陈飞宇在《倒数说爱你》中嗑到周也,身高差是传说中的最萌。
从神奇女侠到野蛮人霍尔盖，派派一直都是强大女性身边的男人！这次《龙与地下城侠盗荣耀》派派更是发挥全身的幽默特质，疯狂抖梗，在霍尔盖正酣畅淋漓打斗时自己化身气氛组！作为小队领导带领全队欢乐开摆！和耿直聊天就是乐子多，虽然不用苦练琵琶，但是织手套技能还是可以发展的，这不是愚乐感拉满了吗！正值今天愚人节，快去影院看看吧！: 《龙与地下城侠盗荣耀》派派幽默表演,在霍尔盖打斗时自己化身气氛组,带领全队欢乐开摆。
真的很期待这部电影的上映，题材真的很大胆，正面剖析社会黑暗，将家庭的利弊掰开来，揉碎了来告诫大众，真的很感动，内娱终于有这种类型的电影了！: 期待电影上映,题材大胆,揭露社会黑暗。
视频界面上半部分某音甜甜的猫: 界面上部分猫音甜美
第一部短片《柜子》即将上线，一起来搜索光合计划观看吧！感谢白百何@白百何胡歌@胡歌宋祖儿@宋祖儿王凯@王凯吴越@吴越杨采钰@杨采钰张佳宁@张佳宁张新成@张新成赵今麦@赵今麦的支持，一起发现光，成为光！: 感谢白百何支持观看《柜子》
动画版真人版，还原经典场面: 还原真人版场面
避开高峰终于看了满江红加拿大温哥华: 避开高峰,欣赏温哥华美景。
这个月去泰国的任务把这两部电影看了！[奋斗]: 一月去泰国任务,看两部电影。
距离这一天我们等待了1089天和你约定的见面终于要实现我是家族余宇涵，来现场跟我比试比试？来听我说！: 约定见面会,家族余宇涵现场比试
开场直接就来了一个大流泪但是樱花妹真的情绪太稳定了我感觉全场我的声音最大[开学季]: 开学季,樱花妹情绪稳定
我终于亲眼体会到被的感觉了（画质被压缩了[苦涩]）废曼当自强杭州滨康路[地铁站]: 废曼在自强杭州滨康路拍摄成功
深圳深圳湾春茧体育馆: 深圳春茧体育馆
颜人中好好听周震南演的挺帅的[兔子]广州广东奥林匹克体育中心: 听周震南演挺帅的,广州奥林匹克体育中心。
夜景版火星演唱会！带你们体验上空第一视角！: 火星演唱会第一视角体验
实时播报 一大批小学生起床了: 实时播报:大批小学生起床
麻辣鸡联手合作新单预告！感觉会是一首流行说唱大！下周五发行，期待！埃德文: 麻辣鸡合作新单预告,期待发行。
李荣浩@李荣浩成都演唱会《乌梅子酱》响起的瞬间，现场秒变大型求婚现场四对情侣在歌声中向另一半求婚，好浪漫: 李荣浩成都演唱会现场求婚
尽力了[苦涩]随便听听感受一下吧: 尽力了,感受苦涩。
以前华语乐坛百花齐放，就算不是专业歌手，也能创造出脍炙人口的歌曲，可是如今遍地是裁缝，把专业的都逼没了: 华语乐坛裁缝,专业歌手受打击。
小羊说小智想要搞一波回忆杀大家都是明日之子出来的要给这段旅程一个完美的问号句号于是又听到了杨润泽唱的: 小智和杨润泽的回忆之旅
全场大合唱追光者我相信她们一定能听懂爱: 大合唱追光者,相信她们一定能听懂爱。
成都见！[心动超崽]: 成都心动超崽
山，请你慢些走向我啊——今天为大家带来的是，中国式悲核美学的摇滚之作华晨宇@华晨宇《小镇里的花》你要写母亲，就不能只写母亲。你要写山风海火向你走来，写飞鸟、写黄昏，写在嘴边跌宕却仍未说出口的话。爱意朦胧，生命茫茫似火光，隐匿寻觅而又蓬勃向上，火海中悲壮又生生不息。在评论区留下你想听的歌，就有机会被小程翻牌哦！视频来源哔哩哔哩: 华晨宇将推出中国式悲核美学的摇滚之作《小镇里的花》。
